PG.ProteinGroups,PG.Genes,[1] Day0_1.raw.PG.Quantity,[2] Day0_2.raw.PG.Quantity,[3] Day0_3.raw.PG.Quantity,[4] Day0_4.raw.PG.Quantity,[5] Day0_5.raw.PG.Quantity,[6] Day0_6.raw.PG.Quantity,[7] Day28_1.raw.PG.Quantity,[8] Day28_2.raw.PG.Quantity,[9] Day28_3.raw.PG.Quantity,[10] Day28_4.raw.PG.Quantity,[11] Day28_5.raw.PG.Quantity,[12] Day28_6.raw.PG.Quantity,[13] Day03_1.raw.PG.Quantity,[14] Day03_2.raw.PG.Quantity,[15] Day03_3.raw.PG.Quantity,[16] Day03_4.raw.PG.Quantity,[17] Day03_5.raw.PG.Quantity,[18] Day03_6.raw.PG.Quantity,[19] Day07_1.raw.PG.Quantity,[20] Day07_2.raw.PG.Quantity,[21] Day07_3.raw.PG.Quantity,[22] Day07_4.raw.PG.Quantity,[23] Day07_5.raw.PG.Quantity,[24] Day07_6.raw.PG.Quantity,[25] Day10_1.raw.PG.Quantity,[26] Day10_2.raw.PG.Quantity,[27] Day10_3.raw.PG.Quantity,[28] Day10_4.raw.PG.Quantity,[29] Day10_5.raw.PG.Quantity,[30] Day10_6.raw.PG.Quantity,[31] Day14_1.raw.PG.Quantity,[32] Day14_2.raw.PG.Quantity,[33] Day14_3.raw.PG.Quantity,[34] Day14_4.raw.PG.Quantity,[35] Day14_5.raw.PG.Quantity,[36] Day14_6.raw.PG.Quantity,[37] Day21_1.raw.PG.Quantity,[38] Day21_2.raw.PG.Quantity,[39] Day21_3.raw.PG.Quantity,[40] Day21_4.raw.PG.Quantity,[41] Day21_5.raw.PG.Quantity,[42] Day21_6.raw.PG.Quantity
Q9BZQ4,NMNAT2,NaN,433.9567871,NaN,NaN,363.5629883,329.3166809,4922.418457,4180.282227,5667.619141,6544.992188,7882.350098,6020.770508,NaN,NaN,NaN,NaN,NaN,NaN,3005.92334,2481.526611,1072.296875,1395.784912,2231.307373,3235.242432,2511.266602,2916.358398,1989.599243,2361.98291,3059.593018,2499.391357,3464.222168,4266.70752,3795.253418,2919.273438,3770.023926,3937.427979,4603.413574,4765.912598,4727.848633,4190.53418,6529.994141,5834.275879
Q9BZQ6,EDEM3,9564.201172,8143.112793,6196.898926,8330.202148,8334.038086,6289.577637,13282.74219,10575.32715,8770.794922,11564.3584,9829.949219,11129.81738,12810.76758,10846.93652,12004.68066,5834.995117,10837.88477,16376.34961,14669.09473,15889.04199,16830.93555,14714.73828,14322.21484,12196.37891,12250.77148,11560.83984,10644.37891,12167.70801,10922.37109,11810.59863,11340.5625,10100.49707,11444.90625,11640.97363,9827.416016,9156.477539,11715.2334,11391.55566,13956.19727,13438.00879,13740.84375,13346.14941
Q9BZQ8,NIBAN1,6107.121582,3293.46582,3881.619629,2185.988525,2934.293213,2209.923584,NaN,2819.494873,NaN,NaN,NaN,1713.838623,323.5370789,653.7943726,768.1924438,418.124176,903.3902588,301.477356,NaN,NaN,NaN,NaN,279.7259216,NaN,NaN,NaN,NaN,NaN,1552.849854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9BZV1,UBXN6,15532.74121,11608.07813,13222.67773,12627.97168,14766.71484,12257.18359,25113.98633,24459.375,24510.24414,27210.58984,24331.88281,25479.83594,8853.817383,7901.563477,6689.898926,8353.022461,8185.672852,7602.733398,8542.030273,12608.61523,11278.3584,8887.779297,11115.41797,10585.79395,17673.33203,16336.36133,18614.16992,17106.78125,6548.208008,15286.16602,18150.58984,16644.62891,19551.63672,18118.16602,16772.36914,17906.72852,20337.19922,17290.87109,18202.07813,18878.72852,17676.22461,19193.73828
Q9BZZ5,API5,304409.625,264314,266788.4375,268734.75,261192.4844,273955.875,150091.7969,178711.8125,239889.9063,156811.8438,209474.2969,149613.4844,289049.5313,277820.125,265552.0625,336805.3125,321809.4688,357880.4375,182169.9844,189841.8281,233550.3906,220034.8906,228117.6094,200059.2031,230986.8281,243064.3125,208164.8594,232441.1719,268179.375,241328.6719,210383.4844,215771.8125,193348.7344,188615.875,202785.4375,180435.7969,158216.1094,138471.5156,158657.25,141914.5469,168922.0625,147430.6875
Q9C026,TRIM9,NaN,NaN,NaN,367.5403442,NaN,378.4377136,4440.603027,5622.202148,4101.885254,1785.886597,6402.643066,3756.952393,1535.865356,1908.469116,NaN,NaN,250.2155304,875.8981323,NaN,NaN,652.9138184,347.8639221,327.9438477,813.4287109,4479.245605,4153.062988,4433.898438,3237.881348,4723.813965,4622.28125,4742.872559,5919.919434,5616.291016,4972.158691,3603.114502,4086.606689,3682.12915,3124.628174,3279.298828,2633.514404,5121.364258,4799.535156
Q9C035,TRIM5,37320.82422,14852.37988,14992.95117,27650.40625,21643.31055,26527.04492,17361.10156,13063.60352,14934.38574,14840.54102,2855.564697,NaN,15522.71777,13350.90039,9372.158203,8389.560547,17933.73438,14995.22461,6741.819336,8687.369141,3870.376953,4130.581055,5444.052246,6125.976074,3650.876221,12219.3418,7067.892578,5194.216797,7246.790039,5606.659668,5351.209473,9042.561523,5507.010254,16849.05078,9693.452148,NaN,10603.91602,5420.578125,4310.344727,4815.651367,5111.477051,4975.761719
Q9C037,TRIM4,10176.36133,8698.266602,10913.29395,10242.73535,11135.09863,7094.587891,4207.875977,4611.958008,6477.70459,3857.745117,5682.331055,5307.07959,11391.91406,12221.80566,11133.34082,10426.39551,12562.46875,10104.03613,8059.793457,7785.746582,7988.665527,9074.996094,8398.199219,7440.173828,6928.024414,5711.930664,6110.601074,6507.802734,6342.239258,6170.147461,5648.95752,6185.911133,5165.003418,6579.175293,5909.570801,5517.387207,6588.09668,5484.005859,5574.948242,5748.165039,5376.366699,5497.405273
Q9C040,TRIM2,12287.07813,9627.735352,11479.42188,10372.82422,10884.64844,10659.44141,183780.8281,191963.8906,174160.3438,168535.3281,159101.5938,175956.0156,7969.047363,9620.324219,8069.171875,8659.452148,10160.49316,9576.802734,29238.76172,29860.97852,34245.37891,35723.92578,34323.33594,33454.42188,69834.52344,72236.16406,73521.92188,78414.10156,74492.44531,76766.57813,114663.7656,115530.9844,104766.5547,104142.3594,109746.8984,108514.875,136225.4375,138351.9219,137914.125,143886.1406,142584.5469,150351.2031
Q9C073,FAM117A,8860.924805,6061.928223,5857.375,3910.211182,5597.515625,4684.977539,NaN,NaN,NaN,3361.327881,2534.055908,NaN,6907.173828,6875.960449,4758.710449,5073.579102,7192.527832,5415.442383,941.0779419,1837.196899,2344.943359,2528.334717,2729.122559,770.2190552,1621.589233,701.713562,1306.36438,NaN,1573.444092,NaN,3130.046387,NaN,6121.841797,6552.02002,7236.246094,NaN,6317.058105,NaN,597.166626,NaN,NaN,4180.75
Q9C075,KRT23,3075.820801,NaN,NaN,4652.521484,NaN,2935.334473,NaN,NaN,NaN,740.44104,NaN,NaN,8554.058594,73359.15625,NaN,NaN,93461.09375,11520.49707,NaN,153163.4531,NaN,NaN,114028.5781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111437.8438,NaN,NaN,NaN,212256.3906,NaN,NaN
Q9C099,LRRCC1,626.956604,NaN,473.3368835,NaN,231.3228302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9C0A1,ZFHX2,11127.8584,6823.626953,5450.93457,10045.09863,7268.505859,7746.669434,1832.888306,8205.237305,NaN,7982.825195,7779.307129,5669.023926,1214.453491,3362.832275,2956.253174,NaN,1567.103516,1643.758057,1973.428467,3352.001709,5291.226563,3992.981445,4231.124512,2742.031982,1342.221191,1196.926636,3687.575439,695.1881104,2305.279785,8675.689453,7812.367676,7005.023438,643.2044067,3388.002441,8821.116211,3361.688477,7447.36377,6193.192871,611.9510498,902.1342163,8960.381836,9322.523438
Q9C0B0,UNK,3402.991455,2367.86084,2824.374023,3233.45752,2315.644775,2351.986816,5811.927734,5607.887207,6658.904785,6563.098633,5463.768555,6188.381836,5456.245605,6282.775879,4158.199707,5599.019531,6301.304199,5122.99707,3286.611084,5824.76709,5354.03418,6595.240723,5323.242676,4840.882324,5981.662109,6467.704102,6588.121582,5542.896484,6353.448242,6507.021484,5419.678711,5261.183594,5239.636719,5283.532715,5656.314453,4502.812988,4871.739746,2124.606445,3698.523682,4612.785645,4074.476807,3791.422607
Q9C0B5,ZDHHC5,14672.81836,12662.73926,12976.67969,11352.74707,11426.13867,11183.33203,32482.98047,32851.66406,40555.34766,32723.34375,32051,33244.875,11280.71387,12082.07715,8928.506836,10285.50293,13044.28027,8316.050781,11952.36328,12523.46973,8707.358398,12536.10254,12782.66992,9866.445313,16892.80078,15258.70898,14182.34961,14583.53711,15955.95508,15817.98926,21299.73438,22108.41797,21459.75195,17952.98633,18549.77344,20633.25977,22432.97266,25851.21484,22979.88477,25260.5918,27399.97266,26291.17188
Q9C0B7,TANGO6,11130.29395,8450.932617,8773.173828,10929.75293,8729.501953,7974.15625,5781.435547,4894.496582,3932.796875,5811.286621,5504.92627,4893.070313,5928.033691,5551.854004,5339.227539,5752.15918,6345.970703,6328.862793,4946.671387,4933.927734,6912.221191,5726.97168,5544.668945,5072.249512,6610.412598,7694.545898,5544.106445,6203.260742,5066.728027,5159.424805,6710.652832,6013.603516,6069.871582,6855.337891,5452.66748,6075.793945,6963.643555,5565.002441,6546.77832,5411.508789,5800.79834,5692.739746
Q9C0C2,TNKS1BP1,89971.66406,83742.17188,79935.92188,91132.95313,79198.49219,78724.38281,45389.64453,42211.28125,54532.92969,45787.39063,50244.88281,47246.22266,52507.45703,58291.49609,30261.11719,45511.17969,59255.25781,30726.84375,61668.53125,64279.33203,49789.90234,72651.5,81968.10156,65771,83078.35938,78479.26563,81389.35938,78295.07031,89440.89063,82593.25,73692.44531,73252.15625,70510.08594,69788.26563,67254.08594,63520.27734,54343.58594,58348.8125,46274.00391,52562.76563,55876.17578,54693.81641
Q9C0C4,SEMA4C,28332.86719,23869.2793,27219.82031,26818.73633,26009.7168,22642.67188,62195.07422,60498.07813,58586.96875,61668.63672,57136.42188,59345.92578,22011.73633,22055.65039,21094.02344,24342.01367,22288.13281,23305.78906,55236.66406,46627.23438,50536.03906,50875.66797,47289.21484,48917.14844,69839.14844,68916.8125,67208.90625,62661.14844,63866.125,64953.20703,68861.97656,68701.6875,72955.46875,69874.71875,74014.64844,65714.91406,72714.94531,73478.14844,77264.44531,72015.9375,74103.85156,78479.53125
Q9C0C6,CIPC,1558.513916,1149.791138,2686.659668,1140.657471,1977.430542,2113.087646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,908.5072021,NaN,NaN,NaN,2015.641846,777.7489014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2078.661865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,843.0823975,NaN,NaN,NaN
Q9C0C9,UBE2O,162646.9063,154820.1094,163346.7344,194231.7344,158463.4688,151191.4531,101590.9141,103730.8984,109310.2266,98924.32813,119896.1563,96144.64063,77705.5,72742.03906,86512.42188,76426.5625,81686.92188,87916.53125,73041.00781,82788.88281,81253.74219,70172.55469,70381.46094,74243.71875,86784.07813,95856.89844,93082.77344,91827.08594,91681.13281,92771.21094,98011.67969,104798,102781.1094,94031.03906,102486.8594,103521.7422,106081.7109,106074.7422,112975.2422,108194.4531,105253.1641,108925.5
Q9C0D3,ZYG11B,18982.45117,13524.37109,15533.71582,18842.50391,16767.04102,17187.93359,31410.18164,33865.34375,33607.78906,34275.62891,36907.18359,35128.00781,16132.55762,13820.75098,16700.78711,14416.56738,18467.64844,23587.72656,16095.3291,17766.19336,18010.55078,17366.16602,15141.4209,17192.64258,19871.32813,20347.42188,18816.92578,21319.35352,21995.81055,19843.58203,23529.03125,22074.94727,22352.18359,22970.60352,21178.94141,21005.04297,26096.40625,23470.89648,29897.96484,27967.9082,26694.86914,28527.42773
Q9C0D4,ZNF518B,NaN,809.0477905,987.4354248,1446.765137,721.0927734,598.4945679,NaN,NaN,NaN,NaN,NaN,NaN,3864.194824,4163.949707,3167.744385,2950.791016,3104.2771,4382.780273,1592.305664,1803.650269,2599.594238,2389.95459,1922.260986,1387.481934,784.9829102,NaN,NaN,922.5228271,324.3658142,386.5389099,1.084802985,1.057824016,NaN,322.3440552,NaN,354.6349487,NaN,NaN,NaN,NaN,369.0689087,NaN
Q9C0D5,TANC1,8436.334961,2338.947998,1138.858643,3064.651855,5151.317383,5788.899902,661.9147949,1825.237427,6968.667969,873.7567749,NaN,948.0016479,7737.59082,6786.649902,5981.875977,5643.798828,7782.581055,6066.058594,2047.012207,2027.290894,2903.90332,2826.688965,2710.022705,2004.721802,1813.616943,1159.123291,928.5807495,1696.994995,2112.202637,1365.646973,NaN,1084.010132,1066.508057,723.3414307,1295.075684,560.8439331,655.0046387,NaN,872.635437,1335.870361,506.0056152,428.4158325
Q9C0D6,FHDC1,14532.97363,14344.4375,15222.22559,12550.18262,12602.8418,14572.7002,6338.444824,7383.356934,10658.9541,7978.536621,7779.941895,11131.17188,8071.60791,8009.679199,7913.687988,7655.05127,8390.09668,7776.344727,5283.128906,4131.341797,4530.169434,4275.32959,7550.166504,5579.969238,5826.710449,5618.495605,2785.998047,3916.144043,3477.913574,3885.089844,8224.723633,5662.091309,4333.3125,3982.592285,4692.355469,3307.511719,8662.907227,6702.772461,6215.990234,4847.69043,7748.700684,7947.358398
Q9C0E8,LNPK,8992.085938,3602.835449,6715.338867,9167.78418,8382.671875,6743.141113,124046.1094,117968.1797,135827.5938,128638.2266,121697.5781,118736.0469,34240.11719,37695.74219,25926.75586,34886.59766,44554.99609,20792.72656,150455.5,109644.9141,74245.92969,107883.3672,106784.8906,109238.7813,110639.1719,100832.2891,102419.3906,101542.8594,114943.9766,104317.7891,114415.9297,111729.4453,114880.6328,118416.4453,112817.0625,113714.7656,116416.8984,108169.7266,106637.6016,112894.8359,109926.3672,107856.6328
Q9C0F1,CEP44,9262.509766,8082.473145,7791.582031,9974.889648,7341.126465,8234.835938,26846.49219,4228.795898,35232.85547,NaN,29471.76563,NaN,10676.9834,11535.83887,13025.73047,11607.72461,14867.35645,13265.25488,2636.537354,2417.297852,5160.780273,3809.998535,20274.72461,14622.00488,10940.9668,7390.866699,4486.425781,3192.084473,2749.490234,11511.87402,NaN,NaN,20257.97461,NaN,NaN,3666.413574,4540.062012,NaN,NaN,16971.82813,NaN,NaN
Q9C0G0,ZNF407,4.062662125,NaN,NaN,0.736753762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.983859777,NaN,NaN,NaN,NaN,4.092009068,0.00914277,NaN,NaN,1.185190558,NaN,NaN,NaN,8.713337898,0.006135298,NaN,1.744405746,0.005406633,NaN,NaN,0.005663516,NaN,8.920157433,NaN,NaN,NaN,NaN,NaN,NaN
Q9C0H2,TTYH3,29144.00195,14031.57031,18363.94336,24422.47266,18117.86133,13557.46289,100020.4766,101240.9453,66019.74219,95355.36719,109732.6484,93967.13281,6820.724609,3052.189941,4584.700684,4752.164063,7873.87207,6939.147461,39603.51172,27144.81445,36491.73828,33041.69922,36272.45703,35644.55859,51397.59766,44434.57422,46060.61719,45463.17969,65031.20313,46903.85938,65152.09766,67190.41406,62938.45313,62995.80469,63462.58984,55555.8125,75227.4375,59497.78125,83944.35938,74864.36719,81063.875,76395.10156
Q9C0H5,ARHGAP39,2643.208252,712.1199341,2713.450439,3311.539063,3343.129395,2302.911133,16395.88086,14969.70313,15714.80469,17310.0918,14249.41113,16944.27148,1481.736328,1650.848511,4227.291016,3557.290771,1242.208008,2856.124023,1431.250488,3991.374023,4001.993896,3912.524414,2968.266113,10252.91113,6225.017578,6557.15332,4798.008301,9408.155273,10402.46289,7519.395996,9181.955078,7708.739746,6955.344727,10197.30859,6371.645996,7394.615723,9813.227539,9928.207031,12090.36426,11843.82129,14624.09473,12269.83301
Q9C0H6,KLHL4,6346.82373,3135.504395,3287.369141,3369.714844,3722.672852,2945.11084,NaN,NaN,NaN,NaN,NaN,NaN,2768.562012,4037.982422,4322.025879,669.0715942,1398.66272,3681.0354,NaN,884.1807251,1353.322998,1505.816528,1332.760254,1391.850342,1438.278198,1710.867798,1624.05603,2528.472168,NaN,NaN,NaN,1501.347412,NaN,NaN,438.9033813,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9C0I1,MTMR12,15024.76465,14999.66992,13473.4043,14377.81738,13608.63867,15093.26953,4856.29248,3844.360596,4064.836426,4577.892578,1641.575195,3529.011475,7306.764648,9441.46875,10796.32227,5497.777832,8303.825195,10308.10254,8469.356445,8612.943359,10795.05078,9370.417969,10910.27832,7206.558594,10725.61816,11678.54004,10165.78027,10505.22949,6681.243652,10883.79883,10168.80762,9820.638672,7442.305176,10989.14258,9082,8260.381836,3589.58252,5676.209473,5610.868652,4733.469238,4946.057617,4289.436035
Q9C0J8,WDR33,89318.27344,87115.5,98515.625,111105.3828,94935.57813,98625.35938,16941.5625,16691.16016,22506.41016,17748.16992,18715.95313,18756.95703,75972.0625,76670.19531,46445.98828,65700.49219,75626.46094,43987.68359,47399.1875,42562.91406,37648.10547,49449.4375,50829.35547,43887.72266,28032.57422,34519.48828,36239.11328,30316.83789,36473.17578,33132.91797,27446.29297,22264.56445,23707.49805,23112.55078,23303.27148,22819.42578,17756.21875,22696.00977,17927.09766,19605.59375,22997.08398,20600.2793
Q9C0K1,SLC39A8,4782.521484,3560.190186,1587.466919,3045.373779,2708.242188,3237.545654,423.5801086,NaN,NaN,NaN,1.607301116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159.0233917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9GZL7,WDR12,69873.64063,70142.54688,67295.24219,72859.52344,69151.07813,71108.95313,13776.92578,12943.55762,14027.49219,13929.04492,13953.41406,15185.41211,46810.4375,47756.65234,50936.06641,49373.54688,39033.68359,58243.97266,33377.01563,25589.23828,29606.24219,30295.11719,26923.72656,24287.66797,17319.67969,18730.9043,17387.61719,18711.53516,13970.94727,18517.4707,15831.9541,14865.79688,15280.00977,14323.08105,15137.28613,16366.00586,15443.60254,14672.3252,15413.00195,13418.21582,13496.21191,12178.26563
Q9GZM7,TINAGL1,5134.616699,5746.602051,4566.878906,2487.157471,8140.945801,9307.192383,NaN,NaN,NaN,NaN,NaN,NaN,8767.3125,4914.824219,10625.9375,5491.476563,2996.634277,25256.04492,NaN,NaN,NaN,14347.88281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6128.98291,NaN,NaN
Q9GZN1,ACTR6,6514.053223,6553.394043,7052.229004,8349.195313,8143.750977,8684.086914,3945.625244,2641.312012,2207.834961,4034.235107,3059.641357,3780.293457,10331.33398,9018.24707,10695.89941,9585.654297,7347.157715,12155.80469,5189.185547,7815.598145,6591.31543,7106.063477,5806.606934,6612.619141,4970.383301,4868.963379,5183.001953,4842.110352,4546.020508,4597.871094,3375.503662,3746.765625,4573.306152,4923.918945,4152.120605,3797.751953,3356.802002,2655.999512,3326.768555,2203.63208,4116.82666,3489.147461
Q9GZN8,C20orf27,136087.7188,135664.3125,136137.7031,132372.875,143483.5781,150981.4844,210878.9219,215236.3594,224756.0313,222907.4844,214765.8438,223040.2656,93492.35938,99526.25,97837.20313,112683.3594,101810.3125,104283.9688,83532.40625,99837.34375,87813.625,87986.86719,97342.71875,101749.9766,142100.4688,143378.0938,151524.9375,141923.3281,132746.0469,145977.4375,176631.4531,184512.6406,182529,177210.2969,184026.8125,196218.6875,184042.625,202948.8906,188432.7813,192754.4844,180509.4844,176168.9219
Q9GZP1;V9GYN1,NRSN2,NaN,NaN,NaN,NaN,NaN,1115.875854,4515.171875,3455.199219,4346.499512,2483.0354,2743.362305,4021.765137,NaN,NaN,NaN,NaN,NaN,1428.540039,1956.111206,1150.807983,1754.392334,NaN,1190.40271,660.7383423,2752.887695,2261.623291,1264.415527,1215.470947,1933.440063,1460.90979,2983.41748,2787.905029,2636.505127,2978.160156,3329.382324,2219.370117,4582.456543,2033.419434,5301.634277,1936.749023,4563.851074,3669.358154
Q9GZP4,PITHD1,20420.66211,19251.48047,22319.12109,20272.49219,25249.75977,23257.98242,67835.45313,62273.25781,47933.67969,54173.67188,48929.35547,61069.19141,11889.10156,10918.05469,15478.39746,10791.39844,11544.125,15825.32715,6994.212402,6977.568848,10195.20117,8453.56543,7697.107422,7378.466309,18571.32422,15745.58398,12400.0918,16946.55664,8231.760742,18632.95703,34603.90234,35080.82422,35728.98828,34464.98047,35727.42578,31903.31836,52954.48047,42558.05469,53562.31641,49377.48828,48934.92578,52440.72656
Q9GZP8,IMUP,3375.598877,3600.650391,4937.534668,3965.222412,3785.127686,4470.457031,NaN,NaN,NaN,NaN,NaN,NaN,375.063385,519.4941406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9GZR1,SENP6,10376.83008,10277.72266,11194.27051,12348.94531,8963.628906,11148.32227,4452.040039,4420.448242,3670.504395,5977.057617,4501.566406,5488.458496,8246.72168,7719.822266,7422.328125,12358.72852,11134.67285,10948.84375,6912.275391,4113.728027,5926.451172,6489.485352,6793.478516,5005.725586,4448.921387,4457.882813,5011.041992,4876.779785,4058.543701,4869.690918,3325.82666,2630.190186,3592.231201,3803.018066,2852.261475,4673.009766,3097.940186,3247.006592,3546.834717,4307.416016,2613.535889,3829.537109
Q9GZR2,REXO4,32129.39648,31013.01367,29701.85938,30944.4082,31596.66797,30786.76367,11562.92676,12152.04492,15018.61719,11861.60156,11363.30664,11289.85352,20654.75391,19345.53125,17619.14844,19386.60742,18272.67969,16510.06641,18666.22266,18338.57227,14654.23047,19197.78906,18432.41016,19411.00586,13565.40918,13825.79492,13336.51855,14526.30957,15073.24609,14079.06348,12429.06934,13089.16309,13884.60156,14065.30371,12804.43652,11882.73047,13109.63379,12194.43945,11369.11914,13686.66406,12697.41602,12329.47949
Q9GZR5,ELOVL4,2396.61792,5852.737793,7754.158691,3386.541748,4684.120117,3968.957031,27310.15625,26111.20508,2682.434082,32950.68359,18954.10938,35868.23828,6471.934082,4191.527832,4129.624023,686.4955444,1497.085449,6380.205566,1089.435913,17927.70313,27291.03711,25889.81641,20212.28516,8394.891602,20823.51563,23537.48047,10282.73633,15769.4668,16226.00977,14101.11816,17927.65625,19095.62695,24353.92383,19920.50781,24288.88672,21603.05273,32162.77539,29710.29297,37212.30859,28341.51367,30672.39844,30108.86328
Q9GZS1,POLR1E,55014.74609,54333.27734,54720.49609,57374.71484,59185.12109,55070.89063,42003.56641,17243.5293,21376.68945,28102.15625,8289.90918,37940.71484,36452.69141,30618.14453,37152.85938,35335.88672,36766.29688,40345.28125,32185.40234,23217.51172,27091.52539,23300.00195,25440.19531,23324.49414,22712.0918,27052.53711,24429.80273,26071.10742,16267.03418,28517.23828,19441.19727,19688.75586,24447.85547,13695.32715,16015.10059,18863.83008,16197.40332,16077.40723,14974.06348,11562.40918,28217.16992,14451.78906
Q9GZS3,WDR61,62522.40234,52861.19531,53961.92578,57371.41016,57402.91406,50688.54297,30706.77344,27520.10547,4540.733887,32325.64648,17985.59375,26994.73633,59491.71094,59257.22656,64868.21875,48121.16016,74694.5,60275.71484,14556.60645,33411.00391,44065.40625,53255.96875,45565.60156,29140.26953,51160.46484,43469.42969,33960.45703,45907.38281,51580.56641,35098.22266,40178.70703,33870.94922,35737.48047,32117.70117,37541.58203,32561.41211,46333.40234,33332.07813,29465.23633,32880.79297,39600.44141,47530.36719
Q9GZT4,SRR,3386.554199,2403.715332,2528.261475,3321.177979,2800.671387,2210.363037,30385.96875,29854.82227,37165.12891,35753.3125,39960.40234,35209.55859,18987.65625,18657.34375,19629.0957,19487.57422,19320.87695,17111.08789,14167.81641,14615.58301,16287.6709,16467.66602,17481.8457,13394.58789,23335.91602,21657.56641,22080.00781,22715.55469,25489.57617,23007.69531,24425.39258,24543.16602,24496.40039,23780.88672,24985.08398,23551.71094,27511.24609,26974.82617,26344.7207,25836.60352,28037.05859,26440.48438
Q9GZT8,NIF3L1,41603.52734,46321.34375,45589.41016,42340.58203,50791.9375,46448.51953,27196.19336,27777.64063,27803.19141,26562.92578,30000.76172,26081.375,30750.38477,37709.80469,39883.69141,35533.52734,35810.39844,39448.42578,16751.49219,16618.47656,20039.9043,16560.37305,14986.09863,16724.49219,21367.62305,24415.11133,25184.11719,27749.21094,25463.04688,24776.26563,23878.53125,19381.625,22376.49805,22950.11133,18316.36133,17604.05664,18991.70898,20725.46094,23217.81641,19533.68555,24037.25195,23398.92969
Q9GZT9,EGLN1,20072.79297,3844.462402,6360.946777,7159.762695,5611.449219,6163.061035,29068.79297,31481.12305,29487.66992,26509.625,29774.61328,29376.44141,9596.363281,8743.008789,6543.429688,11019.45117,10785.74023,5519.171875,9458.65625,9107.868164,4986.057129,5210.346191,8794.643555,8142.414551,10789.57227,9309.264648,11902.04883,11311.4209,10214.41406,12038.26953,9573.580078,16219.96387,15573.06543,13003.51758,13685.62305,16359.55371,19581.44531,22330.61133,20255.98047,17221.14258,23064.77344,25901.06641
Q9GZV3,SLC5A7,115468.4844,35373.71094,36718.51172,26039.08203,34469.42188,29496.01953,12951.2959,11591.65918,9380.146484,21403.25195,22060.30273,24419.61914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2369.023438,1861.022461,1224.999634,1906.052246,1589.404541,1107.990479,18196.11719,17533.14648,16418.38867,15651.87109,14015.92285,14038.95996,51888.94531,49288.83984,47399.67188,57545.42969,47521.01172,61088.88281
Q9GZV8,PRDM14,36305.51563,8788.423828,10785.52344,15729.96484,9941.469727,9721.522461,NaN,NaN,NaN,NaN,NaN,1671.483887,4345.461914,2374.298096,530.631958,811.8943481,1191.576782,1569.223755,3193.55249,2591.849365,4158.59082,4398.23877,3433.105957,3440.628906,2053.377441,846.9033813,NaN,1703.9198,NaN,1087.411255,421.0681152,750.267395,NaN,NaN,NaN,NaN,809.5181274,NaN,NaN,NaN,NaN,NaN
Q9GZX3,CHST6,3990.38208,3853.910156,4098.700195,3072.420654,4017.694092,3284.932617,126.1560898,NaN,NaN,6.933755875,NaN,56.50120544,NaN,1.180437207,543.1531982,668.2857666,654.0932007,NaN,2.231679201,NaN,NaN,NaN,2.637604713,1426.060913,2.865325212,302.6491394,1487.896362,NaN,712.8700562,891.9266357,1.892283678,867.8826904,681.7692261,3.728458166,1.745870233,43.8581543,2527.479248,743.8257446,NaN,NaN,1.10061121,787.9176025
Q9GZY8,MFF,13307.72656,6742.618164,8337.722656,5315.509766,5171.939453,5185.249023,17300.25,17960.19531,20752.72852,14075.45508,18143.72266,20601.38477,4087.650635,3969.275391,4048.65332,6777.807129,15501.9834,4814.077148,12920.82031,7325.158203,9970.164063,7480.831055,8167.740234,6603.950684,9061.003906,7955.603516,11456.30371,7147.354492,7998.306152,8348.320313,12321.74707,11502.80469,11116.02734,8951.379883,9350.915039,9292.048828,13919.28516,14128.33496,14943.20313,12247.27344,11241.98926,13048.63379
