PG.ProteinGroups,PG.Genes,[1] Day0_1.raw.PG.Quantity,[2] Day0_2.raw.PG.Quantity,[3] Day0_3.raw.PG.Quantity,[4] Day0_4.raw.PG.Quantity,[5] Day0_5.raw.PG.Quantity,[6] Day0_6.raw.PG.Quantity,[7] Day28_1.raw.PG.Quantity,[8] Day28_2.raw.PG.Quantity,[9] Day28_3.raw.PG.Quantity,[10] Day28_4.raw.PG.Quantity,[11] Day28_5.raw.PG.Quantity,[12] Day28_6.raw.PG.Quantity,[13] Day03_1.raw.PG.Quantity,[14] Day03_2.raw.PG.Quantity,[15] Day03_3.raw.PG.Quantity,[16] Day03_4.raw.PG.Quantity,[17] Day03_5.raw.PG.Quantity,[18] Day03_6.raw.PG.Quantity,[19] Day07_1.raw.PG.Quantity,[20] Day07_2.raw.PG.Quantity,[21] Day07_3.raw.PG.Quantity,[22] Day07_4.raw.PG.Quantity,[23] Day07_5.raw.PG.Quantity,[24] Day07_6.raw.PG.Quantity,[25] Day10_1.raw.PG.Quantity,[26] Day10_2.raw.PG.Quantity,[27] Day10_3.raw.PG.Quantity,[28] Day10_4.raw.PG.Quantity,[29] Day10_5.raw.PG.Quantity,[30] Day10_6.raw.PG.Quantity,[31] Day14_1.raw.PG.Quantity,[32] Day14_2.raw.PG.Quantity,[33] Day14_3.raw.PG.Quantity,[34] Day14_4.raw.PG.Quantity,[35] Day14_5.raw.PG.Quantity,[36] Day14_6.raw.PG.Quantity,[37] Day21_1.raw.PG.Quantity,[38] Day21_2.raw.PG.Quantity,[39] Day21_3.raw.PG.Quantity,[40] Day21_4.raw.PG.Quantity,[41] Day21_5.raw.PG.Quantity,[42] Day21_6.raw.PG.Quantity
C9J3C8;C9JKP5;F8WE75;Q9NWD8;U3KQ21,TMEM248,4521.660645,3616.494385,3875.167725,5301.349609,2244.445068,2438.061279,4444.575684,NaN,NaN,NaN,NaN,NaN,2970.286865,NaN,NaN,902.6028442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6605.950684,NaN,NaN,NaN,283.5919189,NaN,NaN,1296.383179,NaN,NaN,948.5023193,NaN,NaN,4132.056641,NaN,NaN
C9J3D7;Q9UKG9,CROT,3045.937012,1261.557007,1668.181763,3227.308838,1305.456787,559.925354,NaN,NaN,NaN,NaN,NaN,NaN,2029.910278,1670.164551,1292.637207,NaN,2070.769531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J3G2;Q8IUF1;Q9BRT8,CBWD2;CBWD2;CBWD1,14143.94922,14937.21387,13487.18066,14941.7207,15109.95605,12869.7793,11923.4502,14211.47363,9372.041016,12119.50684,10131.63379,13534.15332,11321.08984,9335.080078,10342.1709,9915.719727,9439.93457,9579.217773,9076.882813,6620.366699,11434.03516,10559.78027,8300.141602,9076.862305,12060.74902,8165.080078,7228.037598,9546.323242,12995.75195,10194.11133,11194.61719,12612.21484,10437.83301,11892.51367,11392.14648,9462.264648,10959.96777,8779.34082,9309.439453,10246.61816,9288.96875,9029.368164
C9J3G7;C9JYD0;Q3KNV8,PCGF3,1473.522949,2192.483643,1933.941406,1404.250122,998.2852173,1682.854126,1155.89502,1029.047241,NaN,585.1864624,2111.807129,1632.145142,4503.496094,4174.054199,5781.551758,2665.525879,4816.62793,4955.125488,2281.168701,2106.447754,5080.879395,4084.134277,2282.500977,3523.927979,2712.842773,3284.222168,2081.951172,2588.627197,3971.067383,2167.783203,2975.056396,2045.855103,1687.468018,2541.849854,2502.115723,1911.50415,3305.000732,1475.050293,2507.174072,1378.925415,1527.762451,2235.251953
C9J3R8;O60513,B4GALT4,26888.65625,26052.3418,27962.05859,25023.74023,28914.47852,30772.75195,7084.306152,5047.716309,8140.86377,6061.26709,6738.735352,5397.577637,19448.45898,19492.41406,18489.26367,18530.625,16674.67188,16510.21484,13280.05859,9879.820313,11580.39746,11106.55762,9692.151367,8004.854492,8559.744141,5626.84668,4411.268066,8511.535156,7639.082031,5900.073242,7375.797852,5373.949219,7327.940918,6926.106934,6010.902832,6515.827637,5783.741211,5698.606445,7806.871094,6838.015625,7062.203613,4844.607422
C9J461;C9J872;C9J977;Q14188,TFDP2,10706.58398,6184.384277,5302.162598,11486.9873,12108.19629,12202.07031,10484.80957,10012.10254,5760.853516,3434.283203,NaN,NaN,15032.53418,10084.91602,14267.34473,16567.61719,7988.969727,22361.35938,3498.994385,7823.426758,15238.89941,5518.146973,13035.72949,8106.111816,6483.418457,7287.373047,5798.614746,7856.804688,12874.69434,10518.54785,7239.620117,7355.719238,4361.180176,7748.635742,7657.368652,1834.038086,8706.984375,4109.620605,7266.829102,2329.205566,7239.730957,7276.753418
C9J494;Q9H000,MKRN2,7349.260254,2091.51001,2657.653076,9273.142578,3065.894287,1226.411743,NaN,NaN,NaN,NaN,NaN,NaN,4658.864258,1294.350464,2421.073486,1684.088989,1556.143188,2935.526855,2667.032959,2291.556152,1036.695923,4572.828125,2239.514893,1504.981445,1986.491333,1552.074219,NaN,2072.423584,NaN,NaN,NaN,2536.624756,NaN,NaN,15207.64844,5788.229004,1593.201172,NaN,NaN,NaN,NaN,NaN
C9J4A7;Q8TD55,;PLEKHO2,2.65781641,1.833935738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.64591217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003709528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003327085,NaN,1.041050076,1.201271653
C9J4L5;C9J896;C9JBT4;E7EWP8;H7C3I0;P16220,CREB1,20677.34375,24178.85742,23219.08789,26320.34375,26024.07617,22633.59766,10926.43457,7999.949707,7535.352051,14175.91309,11112.2334,10612.80762,25496.79883,27228.20508,15900.83789,24830.24609,35335.92188,20991.38867,18833.39258,21813.76563,15367.43848,23692.13867,24590.92969,21884.84766,17624.00977,10088.01953,15772.93652,13043.08691,14517.39453,10092.61426,10071.01953,11409.57617,11896.67969,11381.69922,9991.324219,12127.30957,11157.89063,9229.368164,7099.070801,10425.52441,10944.16602,10502.17383
C9J4W2;C9JP65;F8WF41;O43283,MAP3K13,NaN,NaN,NaN,NaN,NaN,NaN,466.4371033,NaN,2527.26709,836.6515503,2189.769043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2870.82666,NaN,NaN,NaN,NaN,1958.43689,691.6765747,470.4453735,1094.908203,833.6439209,NaN,470.3302002,435.8687744,NaN,949.8778687,1040.439575,1179.621948,1087.243652,NaN,970.5549316,1383.792236,1004.808777,1312.943359,839.1724854
C9J4Z3;P61513,RPL37A,34513.71484,49925.67578,61060.65625,51573.91406,29213.87305,52087.52734,38114.99219,33262.44141,51789.28516,30650.79688,29528.23828,43259.39844,54245.84375,51309.39844,53436.83984,42735.04688,29098.77344,58753.06641,72095.29688,62179.46484,63244.57422,64350.38672,60289.61719,56650.52734,53037.45313,53919.05469,47819.70313,53756.85156,43972.62891,50776.875,38467.92969,42744.01563,51250.12109,46377.11328,48712.26953,47656.15625,50885.16016,45680.46094,42876.41406,53421.73047,48105.40625,44968.54297
C9J536;Q9UHH9,IP6K2,4801.334961,748.6784058,2020.48584,1914.325439,681.7279663,1509.688477,3089.035889,NaN,NaN,3026.843994,NaN,16386.39648,745.1842041,1008.313049,2305.833496,2.19209981,1305.33606,1418.217163,NaN,1159.611206,NaN,NaN,4575.290527,NaN,3018.659912,5850.265625,4802.122559,NaN,NaN,NaN,3471.239502,NaN,1279.315308,10779.00195,NaN,1560.506836,6327.052246,NaN,NaN,1705.295654,NaN,NaN
C9J5J4;H0Y322;H7C4T7;Q5TKA1,LIN9,11638.06152,9935.066406,8765.603516,8974.171875,8876.457031,10841.44238,NaN,3008.300781,NaN,NaN,4120.710938,NaN,17071.8125,16111.66113,15291.91602,13797.38867,21914.04883,15438.35156,3879.676758,3702.804932,4415.605469,5432.302734,3593.003662,3144.527832,2684.060791,3312.559326,3129.857178,2971.128906,3442.786133,2071.045166,1958.502197,4249.858887,2742.355713,5244.030273,4960.914063,3114.170654,2486.366943,3053.094238,1626.387085,NaN,4211.004395,1968.68689
C9J5N1;Q9BTE6,PTGES3L-AARSD1;AARSD1,115382.2578,124091.9141,119207.7344,123828.5625,122552.1875,121102.5391,288528.4375,297632.125,265868.2188,288795.0313,268766.5625,282044.7188,119274.875,126321.9922,126097.2344,131636.8906,134041.3125,141692.4688,148592.5781,165779.4531,166938.0938,160868.5781,163847.3281,154468.9844,236517.9688,225724.0313,236343.9531,251742.7656,195536.5469,237683.7813,266083.5625,262447.2188,258317,262737.4375,269384.0938,268909.6563,229906.3281,256410.2344,259193.3438,269405.4375,258883.0469,251120.7344
C9J5P1;C9JNE2;Q9Y530,OARD1,42656.04297,38773.82031,41057.11719,34941.73828,43580.94531,42271.07031,19518.14844,19462.5625,14340.72559,19271.42969,17343.88867,19187.48438,34767.37109,42659.64063,40569.74609,32987.19531,36326.68359,32763.67969,17102.47656,18689.70898,19728.5293,18617.38867,18434.96289,17065.76953,16009.76367,15531.86133,20063.32422,17612.36328,17415.92188,16163.67676,14591.21875,15455.75879,16134.15039,15369.7793,15614.97363,14063.8252,14161.51953,16217.16797,13514.39453,14191.60742,14952.66113,14328.02832
C9J5S8;C9JIW8;P17036,ZNF3,8581.935547,12667.22852,1620.472046,3574.661133,3634.067627,3316.449219,NaN,NaN,NaN,NaN,NaN,NaN,4198.596191,2265.878662,16477.66016,8670.796875,2771.598389,9902.576172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J5X1;P08069,IGF1R,4532.31543,3832.162842,4756.088867,5008.140625,5548.866211,4624.373535,5763.132813,3977.363525,2029.365967,5488.381348,3846.968506,5605.008789,5415.882324,5332.030762,5562.895996,4278.61084,4851.006836,7513.379395,11895.04395,10347.5957,16710.9668,16579.0918,14692.91406,9155.885742,12182.46289,11093.47461,7126.277344,10679.31934,9721.158203,10799.39063,9740.772461,9519.151367,10855.47266,10418.21387,10620.96387,8475.073242,11499.64063,8140.899414,10213.44238,8323.009766,9263.088867,8484.255859
C9J614;F5GZP3;H3BRJ5;Q8IWR1,TRIM59;TRIM59;;TRIM59,11937.67578,3731.762695,771.8532104,721.9777832,2535.371826,1520.922119,NaN,NaN,NaN,NaN,NaN,NaN,3350.111572,3915.876709,1843.08606,1154.428223,422.8676147,1645.540161,NaN,NaN,1354.324585,392.5542297,NaN,NaN,NaN,3023.371094,NaN,NaN,NaN,NaN,2.021895885,6.63574791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J623;C9JG63;H7C3Y6;Q7Z698,SPRED2,4905.824219,1157.40332,1886.400757,3358.401367,4581.40332,NaN,10300.9541,6681.652832,7878.46875,7734.32959,6967.996094,8596.113281,2254.602783,4844.788574,3578.522217,3070.21582,2234.808105,2210.147705,1646.575439,1393.363525,2790.440918,2686.06958,1714.113281,288.5540771,5622.144531,4954.945313,6338.464355,6643.289063,4142.528809,5202.346191,8562.342773,7404.348145,7555.337402,8495.665039,9722.436523,8405.735352,7978.147461,9829.973633,10187.12598,10973.6582,6871.255859,9441.456055
C9J647,SMPD4,75791.09375,58127.9375,55967.46875,83037.36719,57970.89844,64790.3125,27830.05664,30335.2832,24251.73242,30630.73047,21414.60742,29489.01563,49100.87891,40993.90234,48699.73438,56622.16797,68145.14063,50703.55469,44568.47656,81243.60156,62410.33203,58878.20703,64943.36328,44061.53125,37844.73438,34521.88281,28440.75195,42986.38672,8922.541992,39561.47656,34596.65234,37065.76953,37471.99609,39997.86328,32616.28125,37009.01953,39054.78906,38708.26563,37298.54297,37143.45703,38830.75,36394.28125
C9J6B1;P11234,RALB,42072.48047,48624.36328,47200.10547,38672.17969,43198.33594,46715.98047,283196.3438,285237.8438,299110.4063,287671.6875,288907.9063,265426.125,36285.0625,39333.08203,37311.98047,46375.53516,39173.72266,38049.76953,137375.1719,141228.8594,113272.4766,129488.8359,123980.2734,132852.5781,126259.6484,132664.1094,132089.9219,125394.9219,139638.3125,131365.6563,171981.6875,169411.0156,177683.75,175000.2031,176612.4375,163778.9531,214058.4219,207333.6719,220280.6094,226357.5625,232401.9063,249534.4219
C9J6K3;C9JM54;Q9HC52,CBX8,1787.772461,559.7483521,656.7980957,867.2381592,328.3396912,NaN,12933.75781,12545.31836,22426.73242,17854.20313,12392.35449,14147.77051,9202.324219,10000.9834,4862.146484,7958.705078,10110.9209,5226.385254,22122.31836,24974.67383,18916.26367,26247.04688,30576.97852,23146.13086,24589.41992,24242.11719,21345.4082,21950.01953,22905.49023,22733.625,18365.87305,19623.45313,19184.39648,19562.37109,16837.41602,18461.97266,17451.22266,18238.52539,14885.64063,19551.26367,20335.50781,17374.89453
C9J6P4,ZC3HAV1,5018.969238,3077.437256,3625.080078,6209.460938,4239.47168,2892.070557,NaN,NaN,NaN,NaN,NaN,NaN,660.8703003,NaN,769.9227295,NaN,391.6510315,1660.057739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J6Y3;C9JKR6;F8W9I8;G3XAC1;Q9BXS9,SLC26A6,4445.133789,3594.117432,2892.096191,3652.817871,NaN,1470.460815,NaN,NaN,NaN,NaN,NaN,NaN,1895.454956,2186.088867,1563.107056,NaN,NaN,1077.724365,NaN,NaN,NaN,NaN,NaN,1612.683228,NaN,NaN,NaN,822.7775879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J758;Q969T7,NT5C3B,10535.70215,1336.647705,2292.509521,3899.104492,3669.029053,1373.899414,3753.510742,NaN,NaN,1612.998657,NaN,1021.564453,3447.506348,666.045166,2901.471924,4519.338867,10596.17773,7662.405273,NaN,1609.040894,7802.478027,6460.854492,5352.010254,NaN,9072.320313,5546.835938,656.7746582,5922.786133,3819.665039,6077.728027,8430.116211,4893.107422,5923.830566,6673.146484,3792.531006,1171.027954,5985.164551,3170.047852,6782.648438,3426.241699,4494.385254,5591.19873
C9J798;E7ERK1;F5GXT2;F8W6L0;H0YB35;O43374,RASA4B;RASA4;RASA4B;RASA4B;RASA4;RASA4,469.5052185,5435.333984,2077.557129,424.4321899,529.987915,1271.804321,5633.900879,4860.348145,6480.842285,5455.208984,5338.425293,6534.859863,18300.24023,20238.57422,23786.39844,23596.91211,14982.04883,23537.88867,11546.84473,15389.56641,15372.91309,16151.34375,14889.5459,9206.597656,10812.43652,8579.37207,5238.205566,6996.600586,9924.962891,8969.486328,5435.76416,5439.74707,7551.319336,7482.961914,7103.615234,6972.503906,8490.688477,5697.287598,8290.120117,6586.505859,6282.665039,6211.148926
C9J7B1,NIPSNAP2,NaN,519.7353516,2526.806152,NaN,NaN,2032.71167,10986.48633,7130.76416,7700.595215,12901.78223,13743.22363,13076.66992,NaN,4958.69873,2647.545166,2053.182617,NaN,3276.179688,9089.049805,NaN,4175.624512,5911.925293,3716.018799,6937.581055,4970.952637,7891.125,3367.628906,3838.612549,3106.212891,3974.949951,6092.714355,3064.594482,4675.934082,5794.429199,5750.381836,8601.18457,5875.50293,10746.17285,6743.358398,4598.870605,3101.799561,6638.557129
C9J7E5;Q9Y5L0,TNPO3,105492.6641,124881.7188,121057.4531,113730.9688,121111.6953,128196.0781,86719.96094,88742.49219,105399.4609,87897.10156,96390.6875,87236.34375,75218.44531,78707.78125,88810.71094,71818.33594,52825.86328,89643.24219,73433.98438,58050.64844,69585.9375,62607.04688,62216.13672,65054.15234,73592.67188,84916.09375,76414.53906,76182.40625,74708.35156,75850.875,82982.54688,82521.46875,77064.03906,85646.9375,90540.77344,82223.79688,77840.32813,77599.22656,76641.92969,70772.82031,74043.1875,78530.01563
C9J7S5;H7C0X4;Q92685,ALG3,8653.083008,2927.472656,14209.2041,17005.45117,17543.99219,21672.05078,5267.595215,30418.35156,8359.082031,38847.95703,5878.57373,NaN,11104.67773,12196.42871,6997.013672,3361.5625,4712.135742,14705.98535,16386.81445,11175.96582,17708.75391,18632.85938,14366.98047,16380.64844,11281.44727,8890.476563,5596.72998,7541.711914,5601.049805,5053.320801,9254.407227,7478.119629,11704.13965,9939.291016,16947.98438,16780.73047,12923.45703,11041.76855,12542.62305,11428.41992,13637.21582,2541.313721
C9J7U7;Q9BQI3,EIF2AK1,2344.80835,NaN,260.2523499,2022.744385,1621.182251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.7859497,NaN,NaN,NaN,NaN,1594.747192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J7Z4;Q8NCE0,TSEN2,18014.46875,16508.1543,14874.50879,18064.51563,14009.9541,12812.20898,2140.973877,2835.944824,2599.891357,1064.83374,1543.300415,1229.430298,5296.194824,7215.279297,4804.375488,5654.65625,7146.768555,4259.87207,2789.683594,1390.077271,3283.682617,4650.220703,2637.160889,3303.189453,3536.855225,3481.598633,2303.670166,3733.630859,4344.302734,3757.702637,3177.999268,3626.803955,3566.404297,2725.77124,3879.586182,2074.184326,3741.843018,2607.053955,2686.222656,3186.426758,3693.199219,2826.903076
C9J858;O76064,RNF8,3269.076416,1356.022461,1389.509155,3430.438477,876.5195313,1604.052734,NaN,NaN,NaN,NaN,NaN,NaN,1405.329834,1472.952881,NaN,840.2926636,2000.910645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J880;Q68CQ7,GLT8D1,7421.271973,8032.22998,6338.479492,4979.910156,7618.046387,6427.962402,19276.32813,8383.544922,8779.807617,11237.49219,10645.54492,7328.195313,8815.671875,11614.9707,14247.74414,11913.66992,13263.85059,15345.75098,16207.52832,13779.8877,14064.88184,12068.49805,12250.53906,13761.63184,9167.655273,6011.441406,7394.973145,9243.509766,7441.25293,6167.560059,4596.518555,9385.162109,5665.050781,6878.332031,6734.131836,9415.28418,6592.047852,10382.69727,9914.470703,8172.269043,3612.835938,9476.621094
C9J8E1;Q16644,MAPKAPK3,7317.710938,1910.750488,2323.135498,9493.75293,7725.871094,1606.522339,NaN,1721.384766,NaN,657.7287598,NaN,1363.486084,3684.636963,2228.914551,1906.294922,1443.827271,NaN,6799.191895,NaN,NaN,3958.90625,2716.36377,2662.257813,NaN,2349.05542,2522.609131,NaN,2606.344482,NaN,3563.885498,1915.269531,1436.163086,1164.271118,2599.376465,1364.964355,NaN,1252.067627,1192.552246,2898.916992,1274.947632,1468.147705,2711.43042
C9J8Q6;O14807,MRAS,1454.506348,NaN,NaN,353.1740112,NaN,NaN,22445.21484,25835.81445,27135.36133,26856.3125,24952.14258,25050.35352,NaN,NaN,NaN,NaN,NaN,NaN,4532.443848,8140.021973,10541.52148,9385.111328,8624.295898,7759.856445,11044.04883,12139.68066,10736.06543,12111.6709,9901.337891,10537.85352,15812.24805,15826.62109,16230.56543,16337.9043,15896.48633,16460.35547,19213.73633,21030.82813,20790.59961,18969.4707,20136.81836,21536.16016
C9J8S2;Q99969,RARRES2,6217.96875,8630.271484,6891.203125,5325.940918,8629.102539,8224.052734,NaN,NaN,NaN,2259.348145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1813.750732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9J8T6;Q14061,COX17,46914.53516,23186.89063,22338.93945,27393.02539,20429.33789,25330.71484,98105.4375,100806.2578,114890,87190.46094,93802.91406,89855.77344,32101.15039,31258.0918,39357.80469,53908.02734,53836.51953,50538.72266,84813.94531,64959.34766,64387.82422,59993.07813,62987.73438,64078.4375,68776.05469,69305.10156,77079.05469,73950.375,76303.08594,71321.33594,84138.6875,85429.54688,87878.20313,83677.67188,86544.82813,72407.08594,85031.95313,83308.97656,89104.46875,83023.14844,100255.7734,86621.52344
C9J8U2;G5E977;Q6XQN6,NAPRT,18897.00781,19196.28711,22077.30859,22728.83594,25128.25195,18668.02734,10910.17285,9814.276367,15491.50391,10496.99609,7899.822754,7521.521973,18502.93945,14961.30371,19255.73047,19676.79102,10916.68359,26782.94336,5748.895508,10529.30859,16253.62305,12846.95898,10842.02539,6723.744141,13210.89063,13078.7666,9390.09375,9524.962891,15551.9834,11635.07617,12840.00098,13298.86816,7843.969238,11808.82129,12578.02441,11217.14063,8578.87207,8984.708008,9618.050781,10275.79199,12167.90527,7539.603027
C9J8V5;Q8N3Z3,GTPBP8,7791.376953,3135.858887,4616.503418,4344.963379,5565.755371,2195.263184,921.6199951,1450.282715,NaN,1.758997202,NaN,NaN,4426.617188,4770.559082,5882.75,2982.539063,4479.990234,5886.974609,1738.526611,NaN,1496.719116,2979.820068,1877.033569,2106.939209,2064.212891,NaN,1416.712402,NaN,NaN,922.2790527,947.3519287,1513.961304,567.5786133,2172.279053,1072.745361,825.4523315,1073.542847,1135.36853,691.6138306,811.8619385,NaN,NaN
C9J931;Q15382,RHEB,53586.54297,42189.05469,50061.23828,69031.49219,48860.56641,45608.72266,52122.02344,44107.07031,50242.48438,46391.99219,48032.60938,46123.66016,29978.61914,23994.6875,30570.45117,39693.34375,36623.28125,48568.63281,25367.58789,27518.06445,34319.44922,28491.20703,30164.03125,28330.35352,37110.42188,36165.01953,17177.66211,35047.51953,33621.79297,32991.07422,35506.43359,36483.03125,37244.98438,35120.14453,37326.86719,22239.69141,35964.79688,29746.37891,41464.94922,37813.81641,39511.90234,38971.88672
C9J9P8;Q969M7,UBE2F,17961.19922,8495.820313,10570.50391,9241.986328,8369.720703,6190.066406,8907.913086,10206.8623,9998.841797,11412.44434,15286.22266,9805.883789,12431.2793,10371.2998,12236.31543,10511.24902,14492.90918,11777.31641,5780.378418,4140.941895,9713.317383,5107.249512,8169.164551,6402.26416,12197.06641,7728.080566,8620.605469,6899.515137,12078.03027,9357.260742,14601.8877,11812.44824,15305.41309,13877.20605,11558.4375,8016.282227,9905.977539,8288.841797,8769.866211,10351.87012,7726.258301,7380.326172
C9JA07;Q9GZY4,COA1,32998.71484,27663.48438,26418.58398,28875.61719,28272.05469,18132.4082,21875.06055,19110.00781,17045.05469,16675.32813,21183.85547,20627.2832,19989.12109,16057.54492,22123.89258,13451.12988,18507.14258,17521.77148,17965.3125,10055.56738,19351.75195,21853.22656,16758.97656,15353.02051,20885.49609,15973.37402,17681.45508,19626.5918,12521.30371,18062.62695,23377.30469,18922.82031,22048.76758,17040.96289,21096.31445,15453.51172,23173.58984,17901.32031,26343.30859,19099.00977,18302.24805,21008.11133
C9JA08;Q96D46,NMD3,56309.14063,45973.82031,63713.16016,57541.58203,53714.3125,46592.39844,5488.885742,4766.274902,8797.725586,2283.584229,2270.937256,5085.331055,25391.31641,14739.19238,20569.18359,18388.04688,24789.46094,20644.74414,9467.841797,10561.15527,17116.48242,15135.10254,12394.93848,10714.90527,15597.51367,15351.50977,10022.05664,11646.3418,11767.67383,13393.22754,9193.55957,9526.725586,11582.02637,9810.560547,8436.120117,8557.121094,9317.579102,6307.888184,9164.62793,7335.058594,8052.095215,8792.693359
C9JA28;Q9UNL2,SSR3,153974.3594,133327.9063,130082.3359,128297.8359,122469.7734,134082.9844,78450.33594,88373.80469,114190.7734,89678.23438,77373.40625,85562.71875,131679.625,123958.0703,141360.1875,152613.0469,143788.2344,146686.2344,183551.125,193622.3906,137926.875,137100.3438,143426.4375,180114.9375,105811.3516,106230.4453,101575.9766,102600.1719,110017.3125,97185.67969,82143.82813,87361.96094,85447.00781,94696.17969,85140.14844,101032.1797,101787.6875,97090.875,95901.65625,89515.28906,90768.04688,92960.36719
C9JA33;Q8IXS6,PALM2AKAP2;PALM2,11089.42383,14826.04004,12443.4248,15936.48145,13858.45703,18237.55469,87200.53125,97862.67188,66327.96875,88066.19531,108065.6563,90282.86719,3590.300537,4564.96582,3591.092529,4189.709473,6597.319336,7586.80127,218.2258911,12589.51465,4757.05957,6470.518066,4401.156738,1950.165039,2295.972168,9389.979492,3641.770264,7266.576172,3534.928223,4086.361328,7729.766602,6974.193359,7803.396973,5337.416016,6853.204102,5205.106934,18251.04297,20040.29102,21064.55469,21284.78516,22621.79102,19255.78516
C9JA69;Q8WY36,BBX,7676.421875,3948.729004,3755.230225,6580.235352,4634.869629,3094.410645,2394.384521,2361.2854,1518.270874,214.0185394,3115.840088,1246.002319,7453.087402,7101.891113,10868.65723,8608.010742,10277.53809,11338.01953,9214.057617,4150.619629,6560.966797,7680.141113,6559.693848,6265.077148,3489.114258,3832.753418,2117.688477,1972.932007,1133.414429,2794.457275,1493.733398,2396.096436,2461.514648,3186.705811,2783.334473,1948.497314,1773.887939,4730.004395,3111.575928,1728.252808,2617.969238,1716.731812
C9JAG4;C9JFU1;C9JYV9;Q8N565,MREG,2232.411133,3409.60791,2226.081055,2127.737793,2919.030518,2717.532227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C9JAK5;P18085,ARF4,81815.39844,84428.40625,88995.33594,77100.85156,87658.71094,101642.7344,200933.6406,178820.9219,242099.9063,196167.5313,205579.6406,202142.6719,140740.0938,132059.4688,132436.9688,97641.60938,62099.15625,124633.4922,126768.6875,101821,160961.8125,153975.4375,133363.7031,161077.8125,192378.9219,209341.2031,222977.2031,169569.0313,173304.7813,176569.6094,170032.0313,219725.2031,197930.8594,211503.7813,210049.8281,215938.4375,182052.4219,149732.6719,195266.5,165435.2188,145057.2969,154198.6094
